Hour,Minute,Second,u,v,w,T,diag
16,27,38.14,8.3855,0.49175,0.98875,14.8826,0
16,27,38.16,7.82525,0.9307501,0.45325,14.67432,0
16,27,38.18,8.1,0.455,0.6705,14.57953,0
16,27,38.2,8.2445,0.705,0.651,14.26483,0
16,27,38.22,7.0865,0.33,0.84675,14.27673,0
16,27,38.24,8.348001,0.1785,0.4275,14.19888,0
16,27,38.26,7.868751,0.6975001,0.2185,13.84052,0
16,27,38.28,8.172251,0.5585001,-0.06375001,13.78979,0
16,27,38.3,8.241,0.50225,-0.0265,13.71542,0
16,27,38.32,7.8355,0.50975,-0.193,13.86249,0
16,27,38.34,8.3125,0.51525,-0.59,14.10757,0
16,27,38.36,8.13675,0.8365,-0.33325,13.95203,0
16,27,38.38,8.102,1.28175,-0.3875,13.79993,0
16,27,38.4,7.9925,0.8235,-0.6530001,14.08218,0
16,27,38.42,7.865,0.6585,-0.40525,14.21411,0
16,27,38.44,7.99775,0.8225001,-0.30175,14.20401,0
16,27,38.46,8.16625,0.656,-0.3715,14.02982,0
16,27,38.48,7.76525,0.512,0.22,14.00952,0
16,27,38.5,8.078,0.9967501,0.254,14.35794,0
16,27,38.52,8.2585,0.389,-0.0965,14.18536,0
16,27,38.54,7.899,0.341,0.15925,14.34268,0
16,27,38.56,7.82825,0.9915,0.05325,14.29532,0
16,27,38.58,7.989,0.65375,-0.15725,14.30716,0
16,27,38.6,7.6225,0.90825,-0.28375,14.24799,0
16,27,38.62,7.72275,1.1855,-0.3885,14.31055,0
16,27,38.64,7.967751,1.04525,0.17225,14.28348,0
16,27,38.66,8.104,1.12925,0.44225,14.44925,0
16,27,38.68,8.068251,0.6735001,0.452,14.67432,0
16,27,38.7,7.8225,0.81975,0.2185,14.57953,0
16,27,38.72,8.4235,1.50075,0.17225,14.52542,0
16,27,38.74,7.491251,1.52825,-0.2685,14.87411,0
16,27,38.76,8.326,1.407,0.53175,14.83344,0
16,27,38.78,7.271,1.16125,0.79475,14.83008,0
16,27,38.8,7.776751,1.334,0.8475,15.26535,0
16,27,38.82,8.344501,0.77375,0.3975,14.79282,0
16,27,38.84,8.322001,0.08750001,-0.04925,14.73529,0
16,27,38.86,8.248,0.615,0.25675,14.73529,0
16,27,38.88,8.650001,0.429,0.02975,14.77081,0
16,27,38.9,9.017,1.23625,0.22425,14.89783,0
16,27,38.92,8.4185,0.036,0.09675001,15.01804,0
16,27,38.94,8.1955,0.41175,0.7205001,15.20944,0
16,27,38.96,6.954,0.8117501,0.4035,15.29755,0
16,27,38.98,7.151,0.99275,0.7935001,15.57889,0
16,27,39,7.464251,0.51875,-0.147,15.04852,0
16,27,39.02,7.933001,-0.3825,-0.50125,14.6066,0
16,27,39.04,8.3085,-0.3775,-0.36575,14.81314,0
16,27,39.06,8.07275,-0.31925,0.33625,14.99942,0
16,27,39.08,7.42925,-0.11775,0.6215,15.25351,0
16,27,39.1,7.36475,0.2955,1.35825,15.74167,0
16,27,39.12,6.22325,0.483,0.7902501,15.59927,0
16,27,39.14,6.1825,0.6677501,0.5015,15.75186,0
16,27,39.16,7.5055,0.3585,1.2105,15.55518,0
16,27,39.18,5.93975,0.97075,0.3345,15.87396,0
16,27,39.2,6.95675,0.344,0.17325,15.83835,0
16,27,39.22,6.77475,0.68625,-0.1845,14.66754,0
16,27,39.24,7.909,0.45225,0.4525,15.54501,0
16,27,39.26,6.02,0.08050001,0.9455,16.16745,0
16,27,39.28,6.0105,0.3355,0.88425,15.15356,0
16,27,39.3,7.32725,0.14,0.39425,14.78943,0
16,27,39.32,7.1485,0.25775,0.252,14.87411,0
16,27,39.34,7.787,0.10325,0.0795,14.58124,0
16,27,39.36,8.0155,-0.21875,0.285,14.83685,0
16,27,39.38,7.23625,-0.32325,0.195,14.70984,0
16,27,39.4,8.704,0.045,0.8577501,15.40942,0
16,27,39.42,7.28175,-0.27175,0.26675,14.86734,0
16,27,39.44,7.214251,-0.05125,0.195,15.3382,0
16,27,39.46,6.69225,0.24575,0.0045,15.89093,0
16,27,39.48,7.2375,0.8455001,0.456,15.8078,0
16,27,39.5,6.8835,0.32275,0.259,15.43481,0
16,27,39.52,6.50925,0.3065,0.5105,15.85361,0
16,27,39.54,6.492,0.26275,0.04525,15.83835,0
16,27,39.56,6.19725,0.69925,-0.051,15.89258,0
16,27,39.58,7.35875,0.8485,0.54175,16.03003,0
16,27,39.6,5.77225,0.7515,1.04325,16.27609,0
16,27,39.62,6.0515,1.25975,0.214,15.65012,0
16,27,39.64,7.056251,0.19775,0.0025,14.47464,0
16,27,39.66,7.404,0.72975,0.01675,14.68954,0
16,27,39.68,7.381001,0.9085,0.00475,14.75558,0
16,27,39.7,7.94375,1.7695,0.56575,14.46448,0
16,27,39.72,8.2145,1.15125,0.01925,14.86563,0
16,27,39.74,8.777,0.6075,0.38325,14.70651,0
16,27,39.76,8.779,0.96975,-0.0425,14.7691,0
16,27,39.78,8.331,0.362,-0.0715,14.47974,0
16,27,39.8,8.8245,0.4205,-0.00075,14.37311,0
16,27,39.82,8.862,0.36375,0.16675,14.23444,0
16,27,39.84,7.9185,0.622,0.14125,14.11606,0
16,27,39.86,7.48625,0.38875,-0.4105,14.3782,0
16,27,39.88,8.2355,0.7095,-0.2565,14.36633,0
16,27,39.9,7.9785,0.811,0.13325,14.33252,0
16,27,39.92,7.207,0.48775,-0.24175,14.61002,0
16,27,39.94,7.58825,-0.4545,-0.657,14.91302,0
16,27,39.96,7.51175,-0.28725,-0.44475,15.03156,0
16,27,39.98,8.5555,0.07650001,-0.25075,14.85886,0
16,27,40,8.394,0.779,0.121,15.00278,0
16,27,40.02,8.603001,0.7895001,0.007,15.2518,0
16,27,40.04,8.348001,1.2495,-0.01225,15.58566,0
16,27,40.06,8.601501,0.6842501,-0.64375,15.56534,0
16,27,40.08,8.952001,-0.24875,-0.65675,15.53314,0
16,27,40.1,7.921751,-0.0925,0.11175,15.56027,0
16,27,40.12,8.48,-0.03125,0.296,15.53314,0
16,27,40.14,7.784,-0.57625,-0.125,15.44501,0
16,27,40.16,8.264,-0.43325,-0.49375,15.13995,0
16,27,40.18,8.67,-0.50975,-0.39475,15.67044,0
16,27,40.2,8.442,0.3265,-0.1585,15.68402,0
16,27,40.22,8.393001,-0.5935,-0.29925,15.61618,0
16,27,40.24,8.555,-0.2095,-0.08050001,15.7298,0
16,27,40.26,8.17325,-0.3755,0.32475,16.05545,0
16,27,40.28,8.00175,-0.7097501,-0.0255,15.30939,0
16,27,40.3,8.5185,-0.381,-0.30725,14.67603,0
16,27,40.32,8.879001,-0.49425,-0.07675,15.1434,0
16,27,40.34,7.443501,-0.01275,0.124,15.53992,0
16,27,40.36,8.3195,0.0365,0.498,15.52124,0
16,27,40.38,7.2035,-0.4705,1.05925,15.85696,0
16,27,40.4,7.145751,-0.485,0.56925,16.07581,0
16,27,40.42,7.892251,-0.6350001,0.88375,15.99435,0
16,27,40.44,8.04325,0.06575,0.478,15.48737,0
16,27,40.46,8.17275,-0.09450001,-0.3215,13.77118,0
16,27,40.48,8.432501,0.469,-0.322,14.63544,0
16,27,40.5,8.3365,0.6175,0.4125,15.17896,0
16,27,40.52,8.606501,0.37975,0.31225,15.47382,0
16,27,40.54,9.1715,0.21175,0.156,14.94864,0
16,27,40.56,9.0295,-0.11175,0.266,15.20773,0
16,27,40.58,9.184,0.40525,0.14925,13.56339,0
16,27,40.6,9.183001,0.19075,-0.12825,13.41132,0
16,27,40.62,9.4875,0.4255,0.34075,13.90131,0
16,27,40.64,9.217,0.5255,0.05175,13.20868,0
16,27,40.66,9.6,0.40125,0.1215,13.61911,0
16,27,40.68,9.6,0.6585,-0.17225,13.68332,0
16,27,40.7,9.851501,0.44575,-0.136,13.95712,0
16,27,40.72,9.5415,0.39275,-0.15775,13.62418,0
16,27,40.74,9.420501,0.23725,-0.25975,13.91318,0
16,27,40.76,9.373,0.38375,-0.28175,13.5127,0
16,27,40.78,9.279,0.43325,-0.27325,13.48401,0
16,27,40.8,8.663501,0.1705,-0.3555,13.6022,0
16,27,40.82,8.6695,0.1715,-0.35975,14.27332,0
16,27,40.84,8.569,0.1215,0.0425,14.35956,0
16,27,40.86,8.4515,0.2335,0.132,14.31393,0
16,27,40.88,8.8175,0.476,0.3,14.09912,0
16,27,40.9,8.3275,0.448,0.646,14.28177,0
16,27,40.92,8.161,-0.06675,0.43725,14.34775,0
16,27,40.94,7.911,0.03075,0.1705,14.56265,0
16,27,40.96,8.103001,-0.4035,0.39925,14.34604,0
16,27,40.98,8.2375,-0.1805,-0.021,14.73697,0
16,27,41,7.79375,-0.498,-0.154,14.67096,0
16,27,41.02,7.803751,-0.6580001,-0.45575,14.6828,0
16,27,41.04,8.085251,0.532,-0.19375,14.88593,0
16,27,41.06,7.84925,1.3955,0.16375,15.07391,0
16,27,41.08,8.1005,1.049,-0.7205001,14.9249,0
16,27,41.1,7.684,0.9495,-0.688,15.26535,0
16,27,41.12,8.302,0.424,0.078,15.31619,0
16,27,41.14,8.16325,1.0695,0.66925,15.65179,0
16,27,41.16,7.54975,1.3115,0.7155001,15.28735,0
16,27,41.18,8.011001,0.33125,0.42225,14.85208,0
16,27,41.2,6.57075,0.8832501,0.29325,15.02988,0
16,27,41.22,7.807,0.6805,-0.738,14.30716,0
16,27,41.24,7.98625,0.95275,-0.335,13.98245,0
16,27,41.26,7.332,0.835,-0.09150001,14.10757,0
16,27,41.28,7.37525,0.55225,0.085,14.06531,0
16,27,41.3,8.047501,0.247,-0.13075,14.59479,0
16,27,41.32,7.858,0.90325,-0.14275,14.92996,0
16,27,41.34,7.4775,0.174,-0.39625,15.37549,0
16,27,41.36,6.73725,-0.29175,0.60025,15.96896,0
16,27,41.38,7.9645,-0.07250001,0.49725,16.05545,0
16,27,41.4,7.953751,-0.29925,0.557,15.48566,0
16,27,41.42,8.594001,0.06775001,0.642,15.15521,0
16,27,41.44,7.698,-0.46825,0.02975,15.20267,0
16,27,41.46,7.914751,-0.294,0.035,14.96387,0
16,27,41.48,7.656,-0.517,0.37775,15.56534,0
16,27,41.5,7.62125,-1.08175,0.50575,15.62466,0
16,27,41.52,7.37675,-0.26,0.07175,15.85526,0
16,27,41.54,7.94325,-0.73425,0.14775,16.142,0
16,27,41.56,7.09725,0.2095,0.06875,15.79761,0
16,27,41.58,6.89625,-0.37725,-0.479,15.11288,0
16,27,41.6,7.20975,-0.14675,0.3855,15.33649,0
16,27,41.62,5.98575,-0.64175,0.34675,15.83493,0
16,27,41.64,7.47325,0.1455,0.85575,16.56979,0
16,27,41.66,7.1125,-0.351,-0.0595,16.43564,0
16,27,41.68,6.95675,0.4445,1.378,16.39828,0
16,27,41.7,6.49675,0.42975,0.54925,15.09933,0
16,27,41.72,8.123751,0.01825,0.1135,15.29755,0
16,27,41.74,7.67025,-0.215,0.108,15.20605,0
16,27,41.76,8.17875,-0.143,-0.0795,14.80807,0
16,27,41.78,8.089251,-0.4445,0.27375,15.09933,0
16,27,41.8,8.0985,-0.3735,0.20425,15.27213,0
16,27,41.82,7.594501,-0.047,0.7862501,15.30435,0
16,27,41.84,6.941,0.6985,0.598,15.51956,0
16,27,41.86,8.008,-0.13275,0.12575,14.76233,0
16,27,41.88,7.70775,-0.23325,-0.00375,14.5863,0
16,27,41.9,7.795001,0.241,0.32025,14.61508,0
16,27,41.92,7.95625,-0.306,0.08175001,14.522,0
16,27,41.94,8.038,0.37225,-0.122,14.53049,0
16,27,41.96,7.6655,0.5035,-0.13175,14.64554,0
16,27,41.98,8.12275,0.51875,-0.26725,14.77588,0
16,27,42,7.66075,0.6425,-0.06075,14.83008,0
16,27,42.02,7.93075,0.76425,-0.1985,14.86563,0
16,27,42.04,7.8425,0.7032501,-0.15875,15.03836,0
16,27,42.06,8.3485,-0.12075,0.0935,15.56534,0
16,27,42.08,8.4705,-0.11125,-0.07125001,15.25009,0
16,27,42.1,8.755501,0.3225,-0.31925,15.1434,0
16,27,42.12,8.826501,0.4255,0.27,15.5433,0
16,27,42.14,7.77225,0.13525,0.24975,15.4433,0
16,27,42.16,7.23725,-0.27625,0.58825,15.81967,0
16,27,42.18,8.068001,-0.16825,-0.203,15.22128,0
16,27,42.2,7.697751,0.10125,0.15925,15.31445,0
16,27,42.22,7.09425,1.27825,-0.65025,15.46362,0
16,27,42.24,8.0535,0.5555,-1.145,15.43481,0
16,27,42.26,7.880001,0.8625,-0.277,15.42297,0
16,27,42.28,7.625751,0.56725,0.2875,15.9418,0
16,27,42.3,7.114,0.9310001,0.188,16.25745,0
16,27,42.32,7.3565,0.7532501,0.3595,16.50867,0
16,27,42.34,6.09275,0.374,0.37625,16.37622,0
16,27,42.36,7.0595,0.55875,0.16375,16.06226,0
16,27,42.38,6.248,0.9877501,0.47825,16.35928,0
16,27,42.4,6.317,1.17275,0.81125,16.36606,0
16,27,42.42,5.549,1.2445,0.625,16.44583,0
16,27,42.44,6.37675,1.05125,0.84725,16.42206,0
16,27,42.46,6.56825,1.5475,0.5285,16.42883,0
16,27,42.48,7.25975,0.9160001,0.6005,16.76511,0
16,27,42.5,6.895751,0.93025,0.9165,16.37112,0
16,27,42.52,7.53225,0.29175,0.46425,15.29416,0
16,27,42.54,7.73025,0.9665,0.23725,15.14673,0
16,27,42.56,7.9775,0.36325,-0.68625,14.95197,0
16,27,42.58,8.748501,0.445,-0.2815,15.2518,0
16,27,42.6,8.443001,0.4095,-0.07725,15.35175,0
16,27,42.62,9.2515,1.167,-0.151,15.84512,0
16,27,42.64,8.474,0.684,-0.25725,15.57382,0
16,27,42.66,7.460001,1.77875,-0.86575,15.68738,0
16,27,42.68,8.447001,2.2655,0.262,16.01306,0
16,27,42.7,8.014501,1.97225,0.10725,15.25522,0
16,27,42.72,8.323501,0.75875,0.14975,15.57724,0
16,27,42.74,8.311001,0.56975,0.62925,14.93167,0
16,27,42.76,8.7735,0.58675,0.15725,15.65518,0
16,27,42.78,8.410501,1.39575,-0.22825,15.37378,0
16,27,42.8,8.277,0.633,-0.197,15.57211,0
16,27,42.82,8.215501,1.70125,0.146,15.57382,0
16,27,42.84,8.396501,1.2285,0.115,15.83157,0
16,27,42.86,8.14575,1.6305,-0.1185,15.92313,0
16,27,42.88,8.2805,0.522,0.06900001,15.86548,0
16,27,42.9,8.2995,1.53325,0.41275,16.29306,0
16,27,42.92,8.3885,1.18875,-0.32675,15.3009,0
16,27,42.94,8.599,1.28325,0.50825,15.98929,0
16,27,42.96,8.995001,0.1215,0.27175,15.46191,0
16,27,42.98,8.127251,1.61525,0.08125,15.27048,0
16,27,43,8.3345,1.19725,-0.4295,15.71112,0
16,27,43.02,8.817,1.01375,-0.5035,15.34332,0
16,27,43.04,8.411,0.5965,-0.49525,15.18912,0
16,27,43.06,8.07975,1.37725,-0.413,15.56873,0
16,27,43.08,7.80875,0.546,0.28975,15.27213,0
16,27,43.1,8.503,1.0495,0.178,15.29926,0
16,27,43.12,8.085,-0.02425,-0.128,15.23825,0
16,27,43.14,8.1285,0.84075,0.213,15.40771,0
16,27,43.16,7.50575,2.19575,0.155,15.84171,0
16,27,43.18,8.4165,1.5785,0.26625,15.80103,0
16,27,43.2,8.4945,0.88025,0.44125,15.69928,0
16,27,43.22,8.062,0.613,0.05775,15.56702,0
16,27,43.24,8.168751,1.14025,-0.15025,15.53992,0
16,27,43.26,8.490001,1.39975,0.09900001,15.57382,0
16,27,43.28,8.06175,0.86125,0.131,15.49585,0
16,27,43.3,7.81125,1.4135,0.22775,15.61447,0
16,27,43.32,7.6315,0.5085,0.07425001,15.58737,0
16,27,43.34,7.7475,1.014,0.31,16.26587,0
16,27,43.36,7.717751,0.92475,0.443,15.90451,0
16,27,43.38,7.98525,0.6012501,0.09950001,15.64673,0
16,27,43.4,8.07725,0.63925,0.12475,15.68402,0
16,27,43.42,8.603001,0.61175,-0.0555,15.30771,0
16,27,43.44,8.564501,0.818,-0.10525,15.66028,0
16,27,43.46,8.253,0.8297501,-0.01075,15.94348,0
16,27,43.48,8.433001,-0.0125,0.1525,15.72134,0
16,27,43.5,8.443001,0.19,0.349,16.15219,0
16,27,43.52,7.79475,0.5695,0.38975,16.02661,0
16,27,43.54,8.2805,0.195,0.33025,15.84512,0
16,27,43.56,8.16925,0.8655,0.1975,15.67725,0
16,27,43.58,8.381001,0.8275,-0.3755,15.73825,0
16,27,43.6,8.155001,0.53125,-0.3205,15.62808,0
16,27,43.62,7.86225,0.89775,-0.48675,15.68402,0
16,27,43.64,8.407001,0.4155,-0.206,15.90619,0
16,27,43.66,8.609,-0.20225,-0.05775,16.31171,0
16,27,43.68,7.31625,0.6990001,0.021,15.87225,0
16,27,43.7,8.028001,0.30375,-0.165,16.06903,0
16,27,43.72,7.87775,0.117,0.0235,15.89938,0
16,27,43.74,7.834001,0.32775,0.0465,16.11487,0
16,27,43.76,7.75125,0.12725,-0.10375,16.10464,0
16,27,43.78,7.62,0.3755,-0.17375,16.25909,0
16,27,43.8,8.3105,0.07325,-0.024,16.46622,0
16,27,43.82,7.852,-0.1915,0.19925,16.17426,0
16,27,43.84,7.7135,0.2115,0.25675,16.50696,0
16,27,43.86,7.029,0.849,0.25725,16.64792,0
16,27,43.88,7.45275,0.3005,-0.08875,16.50867,0
16,27,43.9,7.40625,0.5965,-0.257,16.45773,0
16,27,43.92,7.2055,0.7517501,0.15725,16.71414,0
16,27,43.94,7.731,0.406,-0.10275,16.05545,0
16,27,43.96,7.04225,0.042,-0.12575,15.51447,0
16,27,43.98,7.2105,-0.205,0.02825,15.45685,0
16,27,44,6.99,-0.2185,-0.07475001,15.53821,0
16,27,44.02,7.0635,0.03575,-0.217,15.64328,0
16,27,44.04,7.148,0.43075,-0.2135,16.07751,0
16,27,44.06,6.5575,1.197,0.31725,16.62076,0
16,27,44.08,6.57675,0.57075,0.1885,17.02847,0
16,27,44.1,6.65975,0.8,0.25075,16.84494,0
16,27,44.12,7.026,0.27275,0.38075,16.73288,0
16,27,44.14,6.578001,1.14475,0.7055,17.20868,0
16,27,44.16,6.316751,1.05,0.19275,16.78381,0
16,27,44.18,6.0925,0.05075,0.287,16.60715,0
16,27,44.2,6.07875,0.65275,0.3545,16.91971,0
16,27,44.22,6.53225,0.698,0.49125,17.13724,0
16,27,44.24,6.311,0.645,0.269,17.22565,0
16,27,44.26,6.70325,0.56075,0.15025,16.94522,0
16,27,44.28,6.29225,0.032,0.73575,17.4671,0
16,27,44.3,6.558,0.26625,0.52775,17.04718,0
16,27,44.32,6.02625,0.66025,0.4945,17.15598,0
16,27,44.34,5.844,1.28125,0.515,17.12195,0
16,27,44.36,6.1525,0.449,0.8027501,16.94522,0
16,27,44.38,5.82425,0.47875,0.47125,16.9928,0
16,27,44.4,5.99475,0.762,0.0885,16.46115,0
16,27,44.42,6.74675,0.46625,0.439,16.91293,0
16,27,44.44,6.64375,0.4845,0.4745,16.86874,0
16,27,44.46,6.2815,0.1735,0.35975,16.4628,0
16,27,44.48,6.77625,0.0125,0.23625,16.68698,0
16,27,44.5,6.2885,0.781,-0.0055,16.62076,0
16,27,44.52,6.21575,0.3365,-0.06375001,16.51038,0
16,27,44.54,6.064,0.3345,-0.125,16.6785,0
16,27,44.56,6.2985,-0.0215,0.12925,16.67169,0
16,27,44.58,6.6185,-0.04325,0.15325,16.86026,0
16,27,44.6,6.1875,0.6425,0.36,16.8959,0
16,27,44.62,6.32475,0.47825,0.137,16.55621,0
16,27,44.64,6.292,0.9957501,-0.3525,16.24722,0
16,27,44.66,6.2565,0.352,-0.02475,16.43228,0
16,27,44.68,6.081,0.504,0.545,16.50186,0
16,27,44.7,5.2875,0.34025,0.49525,16.65298,0
16,27,44.72,5.469,0.29575,0.32375,16.5936,0
16,27,44.74,5.98775,-0.166,0.59825,16.6394,0
16,27,44.76,6.1865,0.1645,0.84575,17.00464,0
16,27,44.78,5.75375,-0.185,0.47725,17.06415,0
16,27,44.8,5.90075,-0.7830001,0.40025,17.41098,0
16,27,44.82,5.572,-1.0095,0.37525,17.20523,0
16,27,44.84,5.8775,-0.86575,0.41525,16.07416,0
16,27,44.86,6.1735,-0.5435,0.49025,16.12671,0
16,27,44.88,6.01275,0.19025,0.8805,17.23245,0
16,27,44.9,5.974751,-0.2215,0.78425,16.74643,0
16,27,44.92,5.95175,0.09150001,0.32325,16.90442,0
16,27,44.94,6.316751,0.679,0.87925,16.89426,0
16,27,44.96,5.5975,1.40425,0.48925,17.21713,0
16,27,44.98,5.86575,1.5255,0.15525,17.17294,0
16,27,45,6.46725,0.114,0.2645,17.06079,0
16,27,45.02,6.129251,0.21575,0.468,16.48486,0
16,27,45.04,6.5205,0.29775,0.37825,16.13693,0
16,27,45.06,6.50575,0.31,0.30625,16.62753,0
16,27,45.08,5.8185,0.56775,0.34925,16.65811,0
16,27,45.1,5.7255,0.40325,0.5987501,16.6955,0
16,27,45.12,5.15125,1.80525,1.142,16.95538,0
16,27,45.14,5.4535,0.15075,1.304,16.98428,0
16,27,45.16,5.64225,0.438,1.407,17.59979,0
16,27,45.18,4.662,0.8017501,1.1155,17.31918,0
16,27,45.2,4.88675,1.16325,0.33,17.41098,0
16,27,45.22,5.4545,1.674,0.02925,16.56302,0
16,27,45.24,5.75575,0.9155,0.72325,16.93332,0
16,27,45.26,5.7635,0.588,0.687,17.30389,0
16,27,45.28,4.9255,0.8222501,1.3765,17.53857,0
16,27,45.3,3.95925,1.1635,0.8832501,17.3923,0
16,27,45.32,5.516,0.188,0.5955001,17.55383,0
16,27,45.34,4.635,1.19775,0.9712501,17.65253,0
16,27,45.36,6.72725,0.83125,0.57625,17.7002,0
16,27,45.38,6.37375,1.53225,1.30675,17.19846,0
16,27,45.4,6.5445,1.407,0.555,17.05563,0
16,27,45.42,6.30525,1.29925,0.92625,16.71585,0
16,27,45.44,6.34475,0.95775,1.169,16.91122,0
16,27,45.46,5.0235,1.43,0.7090001,16.99106,0
16,27,45.48,5.8445,0.604,0.4115,17.14236,0
16,27,45.5,5.29275,0.59825,0.7187501,17.31747,0
16,27,45.52,5.304,1.02525,0.1685,17.56235,0
16,27,45.54,5.9135,1.14725,0.2415,17.06589,0
16,27,45.56,6.33475,0.93025,0.27925,16.80927,0
16,27,45.58,5.598,1.39375,-0.25275,17.12195,0
16,27,45.6,5.916,1.29375,-0.0715,16.86874,0
16,27,45.62,5.914001,0.82025,0.416,16.9707,0
16,27,45.64,5.82725,0.6817501,1.1265,17.67294,0
16,27,45.66,4.94775,0.60275,1.29525,17.84485,0
16,27,45.68,4.80425,0.91875,0.56675,17.86182,0
16,27,45.7,6.193,0.89675,0.3535,17.47226,0
16,27,45.72,6.24225,1.08675,0.71675,17.54367,0
16,27,45.74,5.2375,0.39225,0.22125,17.84656,0
16,27,45.76,5.61625,0.53225,0.0885,17.39911,0
16,27,45.78,5.53075,0.87125,-0.08025,17.05563,0
16,27,45.8,6.82225,1.6655,0.29125,15.84171,0
16,27,45.82,7.16375,1.493,0.108,15.70264,0
16,27,45.84,6.962,1.359,0.14225,15.64163,0
16,27,45.86,6.6365,1.86575,0.304,15.55008,0
16,27,45.88,6.3715,1.90375,0.157,16.30322,0
16,27,45.9,6.6435,1.35975,0.19825,16.90952,0
16,27,45.92,6.49725,1.5495,-0.1685,16.99451,0
16,27,45.94,7.169,0.4955,0.522,17.8074,0
16,27,45.96,6.13225,0.48575,1.12325,17.76315,0
16,27,45.98,5.945,0.988,1.12925,17.01831,0
16,27,46,5.88625,0.9455,0.6580001,16.8959,0
16,27,46.02,6.20425,0.9535,0.13725,17.19504,0
16,27,46.04,6.03775,0.91075,0.455,16.53922,0
16,27,46.06,6.2085,1.0385,0.38625,16.4628,0
16,27,46.08,6.30075,1.25825,0.316,16.25403,0
16,27,46.1,6.07275,1.368,-0.06075,16.66147,0
16,27,46.12,6.11975,1.57375,-0.1445,16.80591,0
16,27,46.14,6.7745,1.31775,-0.33175,16.23703,0
16,27,46.16,7.1195,1.1855,-0.44075,16.69885,0
16,27,46.18,6.622,1.034,-0.2795,15.32806,0
16,27,46.2,6.65375,1.2525,-0.28825,15.15521,0
16,27,46.22,6.706501,1.53525,-0.31375,15.02988,0
16,27,46.24,7.6055,0.9277501,0.13075,16.15558,0
16,27,46.26,6.8505,1.00575,0.51725,16.07245,0
16,27,46.28,7.14375,0.64425,0.2695,15.47382,0
16,27,46.3,7.178751,1.1225,0.26525,15.39752,0
16,27,46.32,7.05325,0.874,0.43075,15.55176,0
16,27,46.34,6.759,1.211,0.16125,15.40601,0
16,27,46.36,6.98,1.2965,-0.1245,15.18237,0
16,27,46.38,6.96625,1.317,-0.02725,15.23825,0
16,27,46.4,7.0185,1.115,-0.14875,15.40259,0
16,27,46.42,7.08,0.72575,-0.082,15.56534,0
16,27,46.44,7.52,1.07025,0.379,15.68909,0
16,27,46.46,6.918251,1.25,0.4175,15.80951,0
16,27,46.48,6.803,1.50775,0.15725,15.63651,0
16,27,46.5,7.267,0.8937501,0.21325,15.66199,0
16,27,46.52,6.866,2.032,0.1365,15.87225,0
16,27,46.54,7.02975,1.80425,0.04525,15.7247,0
16,27,46.56,6.86,1.47075,0.32575,15.9299,0
16,27,46.58,7.0215,1.5535,0.2265,15.14508,0
16,27,46.6,6.47275,1.32025,0.56975,14.8927,0
16,27,46.62,7.037,1.2505,0.1585,14.30548,0
16,27,46.64,7.282001,1.23875,-0.01275,14.34775,0
16,27,46.66,7.2685,1.447,0.2635,15.32129,0
16,27,46.68,7.284,1.6365,0.42925,15.29755,0
16,27,46.7,7.31475,1.5985,0.37225,15.57211,0
16,27,46.72,7.0665,1.6455,0.2925,15.29587,0
16,27,46.74,7.554,1.518,0.47025,15.48737,0
16,27,46.76,6.97225,1.8155,0.38025,14.51019,0
16,27,46.78,7.260251,1.45375,0.17375,14.7793,0
16,27,46.8,7.344501,1.20225,0.1245,15.2908,0
16,27,46.82,7.3105,1.3765,0.0015,15.44666,0
16,27,46.84,7.5765,1.69025,-0.1305,15.3399,0
16,27,46.86,7.673501,1.92125,-0.11175,15.43311,0
16,27,46.88,8.4265,1.528,0.0525,15.91806,0
16,27,46.9,7.70675,1.82125,0.12475,15.16876,0
16,27,46.92,8.189501,1.711,0.0045,15.38055,0
16,27,46.94,7.8535,1.45475,-0.148,15.39246,0
16,27,46.96,7.479001,1.58625,-0.5535,15.09933,0
16,27,46.98,7.461,0.6705,-0.55875,14.78101,0
16,27,47,7.398251,1.16625,-0.47175,14.33252,0
16,27,47.02,7.35675,1.36475,-0.22575,15.16034,0
16,27,47.04,6.965,1.2195,0.293,15.79932,0
16,27,47.06,6.883,1.3305,0.41475,16.07922,0
16,27,47.08,6.603,1.083,0.2815,15.9469,0
16,27,47.1,6.5575,0.8577501,0.5,15.78235,0
16,27,47.12,6.65775,0.895,0.3155,16.25574,0
16,27,47.14,6.67325,0.7195,0.56375,16.16232,0
16,27,47.16,6.87075,0.697,0.335,16.66318,0
16,27,47.18,6.48875,0.2255,0.1895,16.43735,0
16,27,47.2,6.77625,0.64525,-0.0445,15.41449,0
16,27,47.22,7.01275,0.95425,-0.2315,15.24161,0
16,27,47.24,6.80425,1.39975,0.0755,15.14844,0
16,27,47.26,6.899,1.25325,0.13425,15.16541,0
16,27,47.28,6.5845,1.205,0.4365,15.76541,0
16,27,47.3,6.082,1.069,0.316,15.62296,0
16,27,47.32,6.07175,0.44775,0.11425,15.78235,0
16,27,47.34,6.4815,0.9585,-0.147,15.78406,0
16,27,47.36,6.21075,1.07775,0.23525,15.58737,0
16,27,47.38,7.09075,0.81525,0.23025,15.63651,0
16,27,47.4,7.396,0.8175001,0.11075,14.63031,0
16,27,47.42,7.739501,0.799,-0.0205,14.49496,0
16,27,47.44,7.66275,0.913,0.11975,14.50677,0
16,27,47.46,7.507,0.9435,0.1595,14.51184,0
